complaint_id,created_at,language,complaint_text,normalized_text,category,department,priority,location_type,specific_location,affected_population,safety_flag,repeat_count,is_duplicate,duplicate_of_id,resolution_time_hours,status,resolution_notes
CMP-00016,2026-05-18 15:08:00,en,I want to report that the washroom tap is broken in Hostel Block B.,i want to report that the washroom tap is broken in hostel block b,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Hostel Block B,91,0,1,0,,15.91,Open,
CMP-00666,2026-05-18 15:20:00,ta_en,cupboard lock work aagala at Boys Hostel Block A. Kindly action edunga.,cupboard lock work aagala at boys hostel block a kindly action edunga,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Boys Hostel Block A,76,0,0,0,,39.28,Resolved,Synthetic resolution record
CMP-03193,2026-05-18 15:27:00,ta_en,tube light flicker aagudhu at C-305. Kindly action edunga.,tube light flicker aagudhu at c 305 kindly action edunga,Electrical and Power,Electrical Maintenance,Critical,Campus Building,C-305,81,1,3,1,CMP-02344,2.36,Resolved,Synthetic resolution record
CMP-00217,2026-05-18 17:09:00,ta,Academic Office பகுதியில் உதவித்தொகை நிலை புதுப்பிக்கப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,academic office பக த ய ல உதவ த த க ந ல ப த ப ப க கப படவ ல ல தயவ ச ய த சர ச ய யவ ம,Administration and Documents,Administrative Office,Medium,Office,Academic Office,10,0,1,0,,39.27,Closed,Synthetic resolution record
CMP-02692,2026-05-18 17:57:00,ta_en,"Main Canteen la water tank overflow aagudhu, immediate ah solve pannunga.",main canteen la water tank overflow aagudhu immediate ah solve pannunga,Water and Plumbing,Plumbing and Civil Maintenance,High,Washroom,Main Canteen,73,0,1,0,,8.4,Open,
CMP-02190,2026-05-18 18:23:00,ta_en,Main Canteen area la pipe la water leak aagudhu.,main canteen area la pipe la water leak aagudhu,Water and Plumbing,Plumbing and Civil Maintenance,High,Hostel,Main Canteen,80,0,2,0,,5.68,Resolved,Synthetic resolution record
CMP-00251,2026-05-18 18:55:00,en,I want to report that the food quality is poor in North Canteen.,i want to report that the food quality is poor in north canteen,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,151,0,1,0,,9.44,Closed,Synthetic resolution record
CMP-00712,2026-05-18 18:55:00,en,Please check the corridor is dirty at Main Canteen.,please check the corridor is dirty at main canteen,Cleanliness and Waste,Housekeeping and Sanitation,Critical,Washroom,Main Canteen,107,0,2,0,,5.52,Resolved,Synthetic resolution record
CMP-02463,2026-05-18 20:31:00,ta,C-101 பகுதியில் ப்ரொஜெக்டர் காட்சி அளிக்கவில்லை. தயவுசெய்து சரிசெய்யவும்.,c 101 பக த ய ல ப ர ஜ க டர க ட ச அள க கவ ல ல தயவ ச ய த சர ச ய யவ ம,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,C-101,36,0,2,0,,25.09,Open,
CMP-01699,2026-05-19 08:27:00,en,Please check the food price is incorrect at Main Canteen.,please check the food price is incorrect at main canteen,Food and Canteen,Canteen Committee,Low,Canteen,Main Canteen,128,0,2,0,,26.46,Resolved,Synthetic resolution record
CMP-01697,2026-05-19 08:33:00,en,Please check the projector is not displaying at C-101.,please check the projector is not displaying at c 101,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,C-101,54,0,2,0,,8.52,Open,
CMP-01727,2026-05-19 08:43:00,ta,மின்சாரம் இல்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,ம ன ச ரம இல ல ப ரச சன hostel block b இடத த ல உள ளத,Electrical and Power,Electrical Maintenance,Low,Classroom,Hostel Block B,49,0,0,0,,15.99,Closed,Synthetic resolution record
CMP-01591,2026-05-19 09:44:00,ta_en,"Hostel Block B la tube light flicker aagudhu, immediate ah solve pannunga.",hostel block b la tube light flicker aagudhu immediate ah solve pannunga,Electrical and Power,Electrical Maintenance,High,Hostel,Hostel Block B,55,0,2,0,,13.66,Resolved,Synthetic resolution record
CMP-02125,2026-05-19 11:58:00,ta,C-204 பகுதியில் ப்ரொஜெக்டர் காட்சி அளிக்கவில்லை. தயவுசெய்து சரிசெய்யவும்.,c 204 பக த ய ல ப ர ஜ க டர க ட ச அள க கவ ல ல தயவ ச ய த சர ச ய யவ ம,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,C-204,37,0,1,0,,3.84,Resolved,Synthetic resolution record
CMP-00353,2026-05-19 12:35:00,ta,Library Washroom பகுதியில் நடைபாதை அழுக்காக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,library washroom பக த ய ல நட ப த அழ க க க உள ளத தயவ ச ய த சர ச ய யவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Critical,Campus Road,Library Washroom,163,0,1,0,,2.04,Resolved,Synthetic resolution record
CMP-01895,2026-05-19 13:37:00,en,Please check garbage has accumulated at Academic Block Corridor.,please check garbage has accumulated at academic block corridor,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Washroom,Academic Block Corridor,32,0,0,0,,10.89,Resolved,Synthetic resolution record
CMP-00963,2026-05-19 13:39:00,en,Please check the electrical switch is damaged at Hostel Block B.,please check the electrical switch is damaged at hostel block b,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Hostel Block B,50,0,2,0,,17.14,Resolved,Synthetic resolution record
CMP-03769,2026-05-19 13:58:00,ta,C-101 பகுதியில் ப்ரொஜெக்டர் காட்சி அளிக்கவில்லை. தயவுசெய்து சரிசெய்யவும்.,c 101 பக த ய ல ப ர ஜ க டர க ட ச அள க கவ ல ல தயவ ச ய த சர ச ய யவ ம,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,C-101,66,0,3,1,CMP-01697,42.02,Open,
CMP-01958,2026-05-19 15:50:00,ta_en,campus street light work aagala at Engineering Block. Kindly action edunga.,campus street light work aagala at engineering block kindly action edunga,Safety and Security,Security Office,Critical,Campus Road,Engineering Block,102,1,0,0,,1.32,In Progress,
CMP-01247,2026-05-19 15:59:00,en,There is a problem because the mattress is damaged at Boys Hostel Block A.,there is a problem because the mattress is damaged at boys hostel block a,Hostel and Accommodation,Hostel Administration,High,Hostel,Boys Hostel Block A,123,0,0,0,,34.98,Resolved,Synthetic resolution record
CMP-02867,2026-05-19 18:16:00,ta,மாணவர் தளம் திறக்கவில்லை பிரச்சனை Central Library Reading Hall இடத்தில் உள்ளது.,ம ணவர தளம த றக கவ ல ல ப ரச சன central library reading hall இடத த ல உள ளத,Wi-Fi and IT Services,IT Support and Network Cell,Critical,Laboratory,Central Library Reading Hall,31,0,2,0,,3.7,Open,
CMP-01764,2026-05-19 19:17:00,ta_en,Main Canteen la pipe la water leak aagudhu. Please check pannunga.,main canteen la pipe la water leak aagudhu please check pannunga,Water and Plumbing,Plumbing and Civil Maintenance,High,Campus Building,Main Canteen,115,0,2,0,,12.6,In Progress,
CMP-01504,2026-05-19 20:48:00,en,I want to report that the campus bus arrived late in Route 1 Bus Stop.,i want to report that the campus bus arrived late in route 1 bus stop,Transport and Parking,Transport Cell,High,Parking,Route 1 Bus Stop,60,0,1,0,,12.53,Resolved,Synthetic resolution record
CMP-03407,2026-05-20 01:13:00,ta_en,Boys Hostel Block A area la room clean pannala.,boys hostel block a area la room clean pannala,Hostel and Accommodation,Hostel Administration,High,Hostel,Boys Hostel Block A,183,0,1,1,CMP-01247,11.33,Resolved,Synthetic resolution record
CMP-02754,2026-05-20 08:07:00,ta,கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை பிரச்சனை Academic Office இடத்தில் உள்ளது.,கட டண ச ல த த தல தளத த ல ப த ப ப க கப படவ ல ல ப ரச சன academic office இடத த ல உள ளத,Administration and Documents,Administrative Office,Medium,Office,Academic Office,24,0,1,0,,48.27,Resolved,Synthetic resolution record
CMP-02883,2026-05-20 08:52:00,ta_en,"Library Washroom la dustbin overflow aagudhu, immediate ah solve pannunga.",library washroom la dustbin overflow aagudhu immediate ah solve pannunga,Cleanliness and Waste,Housekeeping and Sanitation,Low,Washroom,Library Washroom,117,0,2,0,,6.01,Resolved,Synthetic resolution record
CMP-01074,2026-05-20 10:23:00,en,There is a problem because the ceiling fan is not working at C-305.,there is a problem because the ceiling fan is not working at c 305,Electrical and Power,Electrical Maintenance,High,Laboratory,C-305,66,0,2,0,,10.19,Resolved,Synthetic resolution record
CMP-00616,2026-05-20 11:21:00,ta,ப்ரொஜெக்டர் காட்சி அளிக்கவில்லை பிரச்சனை C-101 இடத்தில் உள்ளது.,ப ர ஜ க டர க ட ச அள க கவ ல ல ப ரச சன c 101 இடத த ல உள ளத,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,C-101,46,0,0,0,,16.47,Resolved,Synthetic resolution record
CMP-01987,2026-05-20 12:10:00,en,Please check garbage has accumulated at Library Washroom.,please check garbage has accumulated at library washroom,Cleanliness and Waste,Housekeeping and Sanitation,Low,Canteen,Library Washroom,55,0,0,0,,9.91,Open,
CMP-02899,2026-05-20 12:20:00,ta,Main Canteen பகுதியில் கழிவறை அடைத்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,main canteen பக த ய ல கழ வற அட த த ள ளத தயவ ச ய த சர ச ய யவ ம,Water and Plumbing,Plumbing and Civil Maintenance,High,Campus Building,Main Canteen,87,0,1,0,,17.11,Open,
CMP-02453,2026-05-20 13:36:00,en,Please check the dustbin is overflowing at Academic Block Corridor.,please check the dustbin is overflowing at academic block corridor,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Washroom,Academic Block Corridor,77,0,2,0,,7.21,In Progress,
CMP-00161,2026-05-20 14:34:00,ta,AI Laboratory பகுதியில் வைஃபை வேலை செய்யவில்லை. தயவுசெய்து சரிசெய்யவும்.,ai laboratory பக த ய ல வ ஃப வ ல ச ய யவ ல ல தயவ ச ய த சர ச ய யவ ம,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,AI Laboratory,35,0,1,0,,10.41,Open,
CMP-02113,2026-05-20 14:44:00,ta,Computer Laboratory பகுதியில் மின்சார சுவிட்ச் சேதமடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,computer laboratory பக த ய ல ம ன ச ர ச வ ட ச ச தமட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Electrical and Power,Electrical Maintenance,Low,Laboratory,Computer Laboratory,80,0,2,0,,19.23,Open,
CMP-01399,2026-05-20 15:20:00,ta,Parking Area பகுதியில் குப்பை இடத்தின் அருகில் துர்நாற்றம் உள்ளது. தயவுசெய்து சரிசெய்யவும்.,parking area பக த ய ல க ப ப இடத த ன அர க ல த ர ந ற றம உள ளத தயவ ச ய த சர ச ய யவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Parking Area,52,0,2,0,,5.68,Resolved,Synthetic resolution record
CMP-03170,2026-05-20 17:03:00,ta_en,Hostel Block B area la water tank overflow aagudhu.,hostel block b area la water tank overflow aagudhu,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Hostel Block B,100,0,2,1,CMP-00016,7.49,Open,
CMP-03747,2026-05-20 17:04:00,en,There is a problem because the bonafide certificate request is pending at Academic Office.,there is a problem because the bonafide certificate request is pending at academic office,Administration and Documents,Administrative Office,Medium,Office,Academic Office,12,0,2,1,CMP-02754,102.24,In Progress,
CMP-00319,2026-05-20 17:11:00,en,Urgent attention is needed because the dustbin is overflowing in Academic Block Corridor.,urgent attention is needed because the dustbin is overflowing in academic block corridor,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Academic Block Corridor,123,0,1,0,,16.44,Open,
CMP-02346,2026-05-20 17:21:00,ta_en,Hostel Room 312 area la cupboard lock work aagala.,hostel room 312 area la cupboard lock work aagala,Hostel and Accommodation,Hostel Administration,Low,Hostel,Hostel Room 312,196,0,1,0,,35.77,Closed,Synthetic resolution record
CMP-01239,2026-05-20 17:22:00,en,Please check an unauthorized person entered the hostel area at Main Gate.,please check an unauthorized person entered the hostel area at main gate,Safety and Security,Security Office,High,Campus Road,Main Gate,73,1,1,0,,2.0,Resolved,Synthetic resolution record
CMP-03792,2026-05-20 19:52:00,ta_en,Main Canteen area la corridor dirty ah iruku.,main canteen area la corridor dirty ah iruku,Cleanliness and Waste,Housekeeping and Sanitation,Critical,Washroom,Main Canteen,52,0,3,1,CMP-00712,2.19,Resolved,Synthetic resolution record
CMP-00040,2026-05-20 20:38:00,en,Urgent attention is needed because there is a bad smell near the waste area in Parking Area.,urgent attention is needed because there is a bad smell near the waste area in parking area,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Parking Area,81,0,0,0,,5.73,In Progress,
CMP-03588,2026-05-20 21:52:00,ta_en,Library Washroom area la waste area pakkathula bad smell iruku.,library washroom area la waste area pakkathula bad smell iruku,Cleanliness and Waste,Housekeeping and Sanitation,Critical,Campus Road,Library Washroom,54,0,2,1,CMP-00353,0.73,In Progress,
CMP-03814,2026-05-20 23:52:00,en,There is a problem because the dustbin is overflowing at Parking Area.,there is a problem because the dustbin is overflowing at parking area,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Parking Area,142,0,3,1,CMP-01399,8.94,Resolved,Synthetic resolution record
CMP-03153,2026-05-21 01:24:00,ta,Academic Office பகுதியில் பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது. தயவுசெய்து சரிசெய்யவும்.,academic office பக த ய ல ப னஃப ட ச ன ற தழ க ர க க ந ல வ ய ல உள ளத தயவ ச ய த சர ச ய யவ ம,Administration and Documents,Administrative Office,Medium,Office,Academic Office,16,0,1,1,CMP-01189,92.77,Open,
CMP-03834,2026-05-21 05:18:00,ta_en,"C-101 la projector display varala, immediate ah solve pannunga.",c 101 la projector display varala immediate ah solve pannunga,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,C-101,29,0,3,1,CMP-02463,18.55,Resolved,Synthetic resolution record
CMP-00012,2026-05-21 10:16:00,ta,வளாக பேருந்து தாமதமாக வந்தது பிரச்சனை Route 2 Bus Stop இடத்தில் உள்ளது.,வள க ப ர ந த த மதம க வந தத ப ரச சன route 2 bus stop இடத த ல உள ளத,Transport and Parking,Transport Cell,Medium,Campus Road,Route 2 Bus Stop,133,0,2,0,,40.82,Resolved,Synthetic resolution record
CMP-01848,2026-05-21 11:13:00,ta_en,"Boys Hostel Washroom la toilet block aagiruku, immediate ah solve pannunga.",boys hostel washroom la toilet block aagiruku immediate ah solve pannunga,Water and Plumbing,Plumbing and Civil Maintenance,High,Hostel,Boys Hostel Washroom,173,0,1,0,,3.32,In Progress,
CMP-01840,2026-05-21 11:20:00,en,I want to report that a vehicle is blocking the campus entrance in Route 2 Bus Stop.,i want to report that a vehicle is blocking the campus entrance in route 2 bus stop,Transport and Parking,Transport Cell,High,Parking,Route 2 Bus Stop,94,0,1,0,,9.98,Resolved,Synthetic resolution record
CMP-03152,2026-05-21 11:31:00,ta_en,"Library Washroom la waste area pakkathula bad smell iruku, immediate ah solve pannunga.",library washroom la waste area pakkathula bad smell iruku immediate ah solve pannunga,Cleanliness and Waste,Housekeeping and Sanitation,Low,Canteen,Library Washroom,118,0,1,1,CMP-01987,3.3,Open,
CMP-00300,2026-05-21 13:04:00,en,There is a problem because the drinking water dispenser is not working at Hostel Mess.,there is a problem because the drinking water dispenser is not working at hostel mess,Food and Canteen,Canteen Committee,High,Canteen,Hostel Mess,86,1,2,0,,14.11,Resolved,Synthetic resolution record
CMP-01295,2026-05-21 13:34:00,en,Urgent attention is needed because there is no parking space available in Main Parking Area.,urgent attention is needed because there is no parking space available in main parking area,Transport and Parking,Transport Cell,High,Campus Road,Main Parking Area,103,0,1,0,,18.33,Closed,Synthetic resolution record
CMP-00870,2026-05-21 14:25:00,ta_en,unauthorized person hostel area la vandhirukanga at Main Gate. Kindly action edunga.,unauthorized person hostel area la vandhirukanga at main gate kindly action edunga,Safety and Security,Security Office,Critical,Parking,Main Gate,25,1,0,0,,2.02,Closed,Synthetic resolution record
CMP-03543,2026-05-21 14:29:00,en,I want to report that the Wi-Fi is not working in AI Laboratory.,i want to report that the wi fi is not working in ai laboratory,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,AI Laboratory,77,0,2,1,CMP-00161,6.93,Resolved,Synthetic resolution record
CMP-01561,2026-05-21 15:28:00,en,There is a problem because there is a power outage at Computer Laboratory.,there is a problem because there is a power outage at computer laboratory,Electrical and Power,Electrical Maintenance,Medium,Hostel,Computer Laboratory,151,0,2,0,,7.87,In Progress,
CMP-01894,2026-05-21 18:59:00,en,Please check the room door lock is broken at Girls Hostel Block B.,please check the room door lock is broken at girls hostel block b,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block B,118,0,1,0,,45.45,In Progress,
CMP-02981,2026-05-21 19:41:00,ta_en,Route 2 Bus Stop la vehicle campus entrance block pannudhu. Please check pannunga.,route 2 bus stop la vehicle campus entrance block pannudhu please check pannunga,Transport and Parking,Transport Cell,Low,Campus Road,Route 2 Bus Stop,32,0,0,0,,8.8,Resolved,Synthetic resolution record
CMP-01573,2026-05-21 20:04:00,ta_en,C-101 la projector display varala. Please check pannunga.,c 101 la projector display varala please check pannunga,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,C-101,49,0,1,0,,13.05,Open,
CMP-03703,2026-05-22 04:58:00,ta_en,"Computer Laboratory la tube light flicker aagudhu, immediate ah solve pannunga.",computer laboratory la tube light flicker aagudhu immediate ah solve pannunga,Electrical and Power,Electrical Maintenance,Medium,Hostel,Computer Laboratory,186,0,3,1,CMP-01561,7.41,Resolved,Synthetic resolution record
CMP-00297,2026-05-22 08:00:00,ta,Engineering Block இல் மின்சார சுவிட்ச் சேதமடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,engineering block இல ம ன ச ர ச வ ட ச ச தமட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,Medium,Campus Building,Engineering Block,101,0,2,0,,20.16,Closed,Synthetic resolution record
CMP-01879,2026-05-22 08:08:00,en,I want to report that the laboratory computer cannot access the network in Computer Laboratory.,i want to report that the laboratory computer cannot access the network in computer laboratory,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,Computer Laboratory,182,0,1,0,,2.34,Resolved,Synthetic resolution record
CMP-00556,2026-05-22 09:17:00,en,Urgent attention is needed because the campus bus arrived late in Main Parking Area.,urgent attention is needed because the campus bus arrived late in main parking area,Transport and Parking,Transport Cell,Medium,Campus Road,Main Parking Area,146,0,2,0,,7.75,Resolved,Synthetic resolution record
CMP-02131,2026-05-22 09:47:00,ta_en,Main Canteen la water tank overflow aagudhu. Please check pannunga.,main canteen la water tank overflow aagudhu please check pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Low,Campus Building,Main Canteen,98,0,1,0,,16.25,Resolved,Synthetic resolution record
CMP-01750,2026-05-22 11:12:00,ta_en,Hostel Block B area la campus street light work aagala.,hostel block b area la campus street light work aagala,Safety and Security,Security Office,Critical,Campus Road,Hostel Block B,92,1,1,0,,2.98,In Progress,
CMP-00083,2026-05-22 11:37:00,en,I want to report that garbage has accumulated in Boys Hostel Washroom.,i want to report that garbage has accumulated in boys hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Boys Hostel Washroom,57,0,0,0,,15.29,Resolved,Synthetic resolution record
CMP-01276,2026-05-22 11:46:00,en,Urgent attention is needed because the washroom has not been cleaned in Library Washroom.,urgent attention is needed because the washroom has not been cleaned in library washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Library Washroom,38,0,0,0,,8.85,In Progress,
CMP-00569,2026-05-22 12:33:00,ta_en,"Boys Hostel Block B la cupboard lock work aagala, immediate ah solve pannunga.",boys hostel block b la cupboard lock work aagala immediate ah solve pannunga,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block B,25,0,1,0,,13.52,Resolved,Synthetic resolution record
CMP-00831,2026-05-22 13:04:00,en,I want to report that the bonafide certificate request is pending in Scholarship Office.,i want to report that the bonafide certificate request is pending in scholarship office,Administration and Documents,Administrative Office,High,Office,Scholarship Office,9,0,1,0,,83.64,Closed,Synthetic resolution record
CMP-01370,2026-05-22 13:43:00,ta_en,lab equipment work aagala at C-204. Kindly action edunga.,lab equipment work aagala at c 204 kindly action edunga,Classroom and Laboratory,Academic Infrastructure,Low,Laboratory,C-204,51,0,1,0,,41.09,In Progress,
CMP-01665,2026-05-22 14:12:00,en,There is a problem because the mattress is damaged at Girls Hostel Block A.,there is a problem because the mattress is damaged at girls hostel block a,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block A,66,0,2,0,,37.14,Closed,Synthetic resolution record
CMP-01057,2026-05-22 15:23:00,en,There is a problem because the food quality is poor at Main Canteen.,there is a problem because the food quality is poor at main canteen,Food and Canteen,Canteen Committee,High,Canteen,Main Canteen,126,1,0,0,,9.88,Resolved,Synthetic resolution record
CMP-01284,2026-05-22 15:38:00,ta_en,Hostel Block A area la current supply illa.,hostel block a area la current supply illa,Electrical and Power,Electrical Maintenance,Medium,Hostel,Hostel Block A,152,0,2,0,,17.62,In Progress,
CMP-01222,2026-05-22 18:38:00,ta,மின்பலகையின் அருகில் தண்ணீர் கசிகிறது பிரச்சனை Library Entrance இடத்தில் உள்ளது.,ம ன பலக ய ன அர க ல தண ண ர கச க றத ப ரச சன library entrance இடத த ல உள ளத,Safety and Security,Security Office,High,Parking,Library Entrance,103,1,2,0,,6.7,Closed,Synthetic resolution record
CMP-01710,2026-05-22 19:30:00,ta_en,Main Canteen area la food hygiene illa.,main canteen area la food hygiene illa,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,156,0,1,0,,12.16,Closed,Synthetic resolution record
CMP-03316,2026-05-22 21:21:00,ta,Girls Hostel Block A பகுதியில் அறை சுத்தம் செய்யப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,girls hostel block a பக த ய ல அற ச த தம ச ய யப படவ ல ல தயவ ச ய த சர ச ய யவ ம,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block A,25,0,3,1,CMP-01665,56.18,Open,
CMP-03084,2026-05-22 23:59:00,ta_en,bus route notice illama change pannitanga at Main Parking Area. Kindly action edunga.,bus route notice illama change pannitanga at main parking area kindly action edunga,Transport and Parking,Transport Cell,High,Campus Road,Main Parking Area,159,0,2,1,CMP-01295,24.76,Resolved,Synthetic resolution record
CMP-03328,2026-05-23 00:18:00,ta_en,Boys Hostel Washroom la corridor dirty ah iruku. Please check pannunga.,boys hostel washroom la corridor dirty ah iruku please check pannunga,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Boys Hostel Washroom,116,0,1,1,CMP-00083,1.6,Resolved,Synthetic resolution record
CMP-01780,2026-05-23 12:07:00,ta,Hostel Mess இல் உணவு சுகாதாரமற்றதாக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel mess இல உணவ ச க த ரமற றத க உள ளத உடனட ய க நடவட க க எட க கவ ம,Food and Canteen,Canteen Committee,Critical,Canteen,Hostel Mess,129,1,0,0,,5.06,In Progress,
CMP-02083,2026-05-23 12:55:00,ta_en,Library Washroom area la garbage accumulate aagiruku.,library washroom area la garbage accumulate aagiruku,Cleanliness and Waste,Housekeeping and Sanitation,Low,Campus Road,Library Washroom,160,0,2,0,,20.85,Resolved,Synthetic resolution record
CMP-00561,2026-05-23 12:57:00,en,Please check there is no parking space available at Route 1 Bus Stop.,please check there is no parking space available at route 1 bus stop,Transport and Parking,Transport Cell,High,Parking,Route 1 Bus Stop,100,0,0,0,,4.93,Resolved,Synthetic resolution record
CMP-00091,2026-05-23 13:07:00,en,I want to report that the ERP login is failing in Central Library.,i want to report that the erp login is failing in central library,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Library,Central Library,149,0,1,0,,34.74,Resolved,Synthetic resolution record
CMP-01661,2026-05-23 14:22:00,en,There is a problem because the food appears unhygienic at Main Canteen.,there is a problem because the food appears unhygienic at main canteen,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,44,0,0,0,,6.56,Resolved,Synthetic resolution record
CMP-01225,2026-05-23 15:09:00,ta,பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது பிரச்சனை Student Service Centre இடத்தில் உள்ளது.,ப னஃப ட ச ன ற தழ க ர க க ந ல வ ய ல உள ளத ப ரச சன student service centre இடத த ல உள ளத,Administration and Documents,Administrative Office,Medium,Office,Student Service Centre,4,0,1,0,,82.53,Closed,Synthetic resolution record
CMP-00330,2026-05-23 15:16:00,en,There is a problem because the laboratory computer cannot access the network at Central Library Reading Hall.,there is a problem because the laboratory computer cannot access the network at central library reading hall,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Classroom,Central Library Reading Hall,74,0,1,0,,27.02,Closed,Synthetic resolution record
CMP-02045,2026-05-23 15:18:00,ta,C-305 இல் மின்சாரம் இல்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,c 305 இல ம ன ச ரம இல ல உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,Medium,Campus Building,C-305,88,0,0,0,,5.26,In Progress,
CMP-01198,2026-05-23 15:39:00,en,Please check there is a power outage at Computer Laboratory.,please check there is a power outage at computer laboratory,Electrical and Power,Electrical Maintenance,High,Campus Building,Computer Laboratory,247,0,1,0,,14.59,Closed,Synthetic resolution record
CMP-02194,2026-05-23 16:07:00,ta,குளிர்சாதன வசதி வேலை செய்யவில்லை பிரச்சனை AI Laboratory இடத்தில் உள்ளது.,க ள ர ச தன வசத வ ல ச ய யவ ல ல ப ரச சன ai laboratory இடத த ல உள ளத,Classroom and Laboratory,Academic Infrastructure,High,Classroom,AI Laboratory,55,0,1,0,,26.28,Open,
CMP-01186,2026-05-23 18:33:00,en,There is a problem because water is leaking from the pipe at Main Canteen.,there is a problem because water is leaking from the pipe at main canteen,Water and Plumbing,Plumbing and Civil Maintenance,High,Canteen,Main Canteen,145,0,2,0,,5.39,Resolved,Synthetic resolution record
CMP-02067,2026-05-23 19:11:00,en,Please check there is a broken glass panel at Parking Area.,please check there is a broken glass panel at parking area,Safety and Security,Security Office,Medium,Campus Road,Parking Area,61,1,2,0,,5.58,Closed,Synthetic resolution record
CMP-00347,2026-05-23 20:16:00,en,Please check the washroom tap is broken at Hostel Block C.,please check the washroom tap is broken at hostel block c,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Canteen,Hostel Block C,135,0,1,0,,6.57,Closed,Synthetic resolution record
CMP-00772,2026-05-23 20:20:00,ta_en,Parking Area la glass panel broken ah iruku. Please check pannunga.,parking area la glass panel broken ah iruku please check pannunga,Safety and Security,Security Office,High,Campus Road,Parking Area,125,1,1,0,,3.72,Resolved,Synthetic resolution record
CMP-03180,2026-05-23 21:12:00,en,Please check the staircase railing is loose at Hostel Block B.,please check the staircase railing is loose at hostel block b,Safety and Security,Security Office,Critical,Campus Road,Hostel Block B,131,1,2,1,CMP-01750,0.55,In Progress,
CMP-03827,2026-05-24 01:04:00,en,I want to report that the tube light is flickering in Engineering Block.,i want to report that the tube light is flickering in engineering block,Electrical and Power,Electrical Maintenance,Medium,Campus Building,Engineering Block,205,0,3,1,CMP-00297,15.68,Resolved,Synthetic resolution record
CMP-03899,2026-05-24 01:27:00,ta,மின்பலகையின் அருகில் தண்ணீர் கசிகிறது பிரச்சனை Parking Area இடத்தில் உள்ளது.,ம ன பலக ய ன அர க ல தண ண ர கச க றத ப ரச சன parking area இடத த ல உள ளத,Safety and Security,Security Office,Medium,Campus Road,Parking Area,73,1,3,1,CMP-02067,6.18,Open,
CMP-01966,2026-05-24 09:19:00,en,There is a problem because the tube light is flickering at Engineering Block.,there is a problem because the tube light is flickering at engineering block,Electrical and Power,Electrical Maintenance,Low,Hostel,Engineering Block,78,0,0,0,,30.04,Resolved,Synthetic resolution record
