complaint_id,complaint_text,normalized_text,category,department,priority,location_type,specific_location,is_duplicate,duplicate_of_id
CMP-00489,Urgent attention is needed because the student portal is not loading in Central Library.,urgent attention is needed because the student portal is not loading in central library,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Classroom,Central Library,0,
CMP-00279,C-101 area la projector display varala.,c 101 area la projector display varala,Classroom and Laboratory,Academic Infrastructure,High,Classroom,C-101,0,
CMP-03334,Academic Block Corridor la corridor dirty ah iruku. Please check pannunga.,academic block corridor la corridor dirty ah iruku please check pannunga,Cleanliness and Waste,Housekeeping and Sanitation,High,Canteen,Academic Block Corridor,1,CMP-00492
CMP-03312,There is a problem because the projector is not displaying at Electronics Laboratory.,there is a problem because the projector is not displaying at electronics laboratory,Classroom and Laboratory,Academic Infrastructure,Low,Laboratory,Electronics Laboratory,1,CMP-02499
CMP-03629,மின்பலகையின் அருகில் தண்ணீர் கசிகிறது பிரச்சனை Library Entrance இடத்தில் உள்ளது.,ம ன பலக ய ன அர க ல தண ண ர கச க றத ப ரச சன library entrance இடத த ல உள ளத,Safety and Security,Security Office,Medium,Campus Road,Library Entrance,1,CMP-00892
CMP-03110,I want to report that the electrical switch is damaged in C-305.,i want to report that the electrical switch is damaged in c 305,Electrical and Power,Electrical Maintenance,Medium,Hostel,C-305,1,CMP-02047
CMP-03287,மாணவர் தளம் திறக்கவில்லை பிரச்சனை Hostel Block A இடத்தில் உள்ளது.,ம ணவர தளம த றக கவ ல ல ப ரச சன hostel block a இடத த ல உள ளத,Wi-Fi and IT Services,IT Support and Network Cell,High,Library,Hostel Block A,1,CMP-02914
CMP-01717,Urgent attention is needed because garbage has accumulated in Boys Hostel Washroom.,urgent attention is needed because garbage has accumulated in boys hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Hostel,Boys Hostel Washroom,0,
CMP-02534,There is a problem because the ERP login is failing at Central Library.,there is a problem because the erp login is failing at central library,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,Central Library,0,
CMP-00513,Please check the laboratory computer cannot access the network at Central Library Reading Hall.,please check the laboratory computer cannot access the network at central library reading hall,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,Central Library Reading Hall,0,
CMP-03647,Urgent attention is needed because the ceiling fan is not working in Computer Laboratory.,urgent attention is needed because the ceiling fan is not working in computer laboratory,Electrical and Power,Electrical Maintenance,High,Hostel,Computer Laboratory,1,CMP-01216
CMP-02351,There is a problem because a vehicle is blocking the campus entrance at Route 3 Bus Stop.,there is a problem because a vehicle is blocking the campus entrance at route 3 bus stop,Transport and Parking,Transport Cell,High,Campus Road,Route 3 Bus Stop,0,
CMP-03355,கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை பிரச்சனை Academic Office இடத்தில் உள்ளது.,கட டண ச ல த த தல தளத த ல ப த ப ப க கப படவ ல ல ப ரச சன academic office இடத த ல உள ளத,Administration and Documents,Administrative Office,Medium,Office,Academic Office,1,CMP-02409
CMP-00920,Urgent attention is needed because the drinking water dispenser is not working in North Canteen.,urgent attention is needed because the drinking water dispenser is not working in north canteen,Food and Canteen,Canteen Committee,Low,Canteen,North Canteen,0,
CMP-02352,Parking Area இல் நடைபாதை அழுக்காக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,parking area இல நட ப த அழ க க க உள ளத உடனட ய க நடவட க க எட க கவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Parking Area,0,
CMP-00781,Urgent attention is needed because the mattress is damaged in Boys Hostel Block A.,urgent attention is needed because the mattress is damaged in boys hostel block a,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Boys Hostel Block A,0,
CMP-01744,படிக்கட்டு கைப்பிடி தளர்வாக உள்ளது பிரச்சனை Campus Road இடத்தில் உள்ளது.,பட க கட ட க ப ப ட தளர வ க உள ளத ப ரச சன campus road இடத த ல உள ளத,Safety and Security,Security Office,Critical,Campus Building,Campus Road,0,
CMP-01432,குப்பை இடத்தின் அருகில் துர்நாற்றம் உள்ளது பிரச்சனை Boys Hostel Washroom இடத்தில் உள்ளது.,க ப ப இடத த ன அர க ல த ர ந ற றம உள ளத ப ரச சன boys hostel washroom இடத த ல உள ளத,Cleanliness and Waste,Housekeeping and Sanitation,High,Hostel,Boys Hostel Washroom,0,
CMP-02053,பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது பிரச்சனை Scholarship Office இடத்தில் உள்ளது.,ப னஃப ட ச ன ற தழ க ர க க ந ல வ ய ல உள ளத ப ரச சன scholarship office இடத த ல உள ளத,Administration and Documents,Administrative Office,Medium,Office,Scholarship Office,0,
CMP-02737,Parking Area area la campus street light work aagala.,parking area area la campus street light work aagala,Safety and Security,Security Office,High,Parking,Parking Area,0,
CMP-01457,Main Canteen la food hygiene illa. Please check pannunga.,main canteen la food hygiene illa please check pannunga,Food and Canteen,Canteen Committee,Low,Canteen,Main Canteen,0,
CMP-01668,"Hostel Block A la wifi work aagala, immediate ah solve pannunga.",hostel block a la wifi work aagala immediate ah solve pannunga,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,Hostel Block A,0,
CMP-03395,Urgent attention is needed because the food price is incorrect in Main Canteen.,urgent attention is needed because the food price is incorrect in main canteen,Food and Canteen,Canteen Committee,Low,Canteen,Main Canteen,1,CMP-01457
CMP-03683,Scholarship Office la bonafide certificate request pending la iruku. Please check pannunga.,scholarship office la bonafide certificate request pending la iruku please check pannunga,Administration and Documents,Administrative Office,Medium,Office,Scholarship Office,1,CMP-02053
CMP-03675,"Girls Hostel Block A la cupboard lock work aagala, immediate ah solve pannunga.",girls hostel block a la cupboard lock work aagala immediate ah solve pannunga,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block A,1,CMP-00209
CMP-03133,Please check the corridor is dirty at Parking Area.,please check the corridor is dirty at parking area,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Parking Area,1,CMP-02352
CMP-01912,Please check the hostel room is not cleaned at Hostel Room 214.,please check the hostel room is not cleaned at hostel room 214,Hostel and Accommodation,Hostel Administration,High,Hostel,Hostel Room 214,0,
CMP-02184,Electronics Laboratory பகுதியில் ஆய்வக உபகரணம் வேலை செய்யவில்லை. தயவுசெய்து சரிசெய்யவும்.,electronics laboratory பக த ய ல ஆய வக உபகரணம வ ல ச ய யவ ல ல தயவ ச ய த சர ச ய யவ ம,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,Electronics Laboratory,0,
CMP-02440,குளிர்சாதன வசதி வேலை செய்யவில்லை பிரச்சனை Computer Laboratory இடத்தில் உள்ளது.,க ள ர ச தன வசத வ ல ச ய யவ ல ல ப ரச சன computer laboratory இடத த ல உள ளத,Classroom and Laboratory,Academic Infrastructure,Low,Classroom,Computer Laboratory,0,
CMP-03024,Parking Area இல் மின்பலகையின் அருகில் தண்ணீர் கசிகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,parking area இல ம ன பலக ய ன அர க ல தண ண ர கச க றத உடனட ய க நடவட க க எட க கவ ம,Safety and Security,Security Office,High,Parking,Parking Area,1,CMP-02737
CMP-00111,Please check the canteen service is very slow at North Canteen.,please check the canteen service is very slow at north canteen,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,0,
CMP-00965,Please check the air conditioner is not working at C-204.,please check the air conditioner is not working at c 204,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,C-204,0,
CMP-03444,Central Library la lab computer network connect aagala. Please check pannunga.,central library la lab computer network connect aagala please check pannunga,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,Central Library,1,CMP-02534
CMP-03546,There is a problem because the classroom bench is broken at Electronics Laboratory.,there is a problem because the classroom bench is broken at electronics laboratory,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,Electronics Laboratory,1,CMP-02184
CMP-00165,Hostel Block B இல் கண்ணாடி பலகம் உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel block b இல கண ண ட பலகம உட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Safety and Security,Security Office,Medium,Parking,Hostel Block B,0,
CMP-01405,Route 1 Bus Stop area la bus romba crowded ah iruku.,route 1 bus stop area la bus romba crowded ah iruku,Transport and Parking,Transport Cell,Medium,Campus Road,Route 1 Bus Stop,0,
CMP-00374,Campus Road இல் கண்ணாடி பலகம் உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,campus road இல கண ண ட பலகம உட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Safety and Security,Security Office,High,Campus Building,Campus Road,0,
CMP-03479,North Canteen பகுதியில் உணவின் தரம் மோசமாக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,north canteen பக த ய ல உணவ ன தரம ம சம க உள ளத தயவ ச ய த சர ச ய யவ ம,Food and Canteen,Canteen Committee,Low,Canteen,North Canteen,1,CMP-00920
CMP-01855,Hostel Block B area la water tank overflow aagudhu.,hostel block b area la water tank overflow aagudhu,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Hostel,Hostel Block B,0,
CMP-01311,Urgent attention is needed because an unauthorized person entered the hostel area in Engineering Block.,urgent attention is needed because an unauthorized person entered the hostel area in engineering block,Safety and Security,Security Office,High,Campus Road,Engineering Block,0,
CMP-03645,Please check the washroom has not been cleaned at Boys Hostel Washroom.,please check the washroom has not been cleaned at boys hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Hostel,Boys Hostel Washroom,1,CMP-01432
CMP-03519,"Campus Road la campus street light work aagala, immediate ah solve pannunga.",campus road la campus street light work aagala immediate ah solve pannunga,Safety and Security,Security Office,Critical,Campus Building,Campus Road,1,CMP-01744
CMP-01858,I want to report that the food price is incorrect in North Canteen.,i want to report that the food price is incorrect in north canteen,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,0,
CMP-02469,I want to report that there is no parking space available in Main Parking Area.,i want to report that there is no parking space available in main parking area,Transport and Parking,Transport Cell,Medium,Parking,Main Parking Area,0,
CMP-03219,Please check the air conditioner is not working at Computer Laboratory.,please check the air conditioner is not working at computer laboratory,Classroom and Laboratory,Academic Infrastructure,Low,Classroom,Computer Laboratory,1,CMP-02440
CMP-00387,Academic Block Corridor இல் கழிவறை சுத்தம் செய்யப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,academic block corridor இல கழ வற ச த தம ச ய யப படவ ல ல உடனட ய க நடவட க க எட க கவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Academic Block Corridor,0,
CMP-03037,C-204 இல் வகுப்பறை மேசை உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,c 204 இல வக ப பற ம ச உட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,C-204,1,CMP-00965
CMP-01626,Hostel Block B இல் மின்விசிறி வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel block b இல ம ன வ ச ற வ ல ச ய யவ ல ல உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,Medium,Campus Building,Hostel Block B,0,
CMP-01724,Route 1 Bus Stop la bus route notice illama change pannitanga. Please check pannunga.,route 1 bus stop la bus route notice illama change pannitanga please check pannunga,Transport and Parking,Transport Cell,Medium,Parking,Route 1 Bus Stop,0,
CMP-00065,வளாக தெருவிளக்கு வேலை செய்யவில்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,வள க த ர வ ளக க வ ல ச ய யவ ல ல ப ரச சன hostel block b இடத த ல உள ளத,Safety and Security,Security Office,High,Campus Building,Hostel Block B,0,
CMP-00724,கேன்டீன் சேவை மிகவும் மெதுவாக உள்ளது பிரச்சனை North Canteen இடத்தில் உள்ளது.,க ன ட ன ச வ ம கவ ம ம த வ க உள ளத ப ரச சன north canteen இடத த ல உள ளத,Food and Canteen,Canteen Committee,Critical,Canteen,North Canteen,0,
CMP-02717,Hostel Block C la water tank overflow aagudhu. Please check pannunga.,hostel block c la water tank overflow aagudhu please check pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Washroom,Hostel Block C,0,
CMP-02338,படிக்கட்டு கைப்பிடி தளர்வாக உள்ளது பிரச்சனை Library Entrance இடத்தில் உள்ளது.,பட க கட ட க ப ப ட தளர வ க உள ளத ப ரச சன library entrance இடத த ல உள ளத,Safety and Security,Security Office,High,Parking,Library Entrance,0,
CMP-01644,Please check the campus bus arrived late at College Entrance.,please check the campus bus arrived late at college entrance,Transport and Parking,Transport Cell,Low,Campus Road,College Entrance,0,
CMP-01525,நிறுத்துமிடம் கிடைக்கவில்லை பிரச்சனை Route 3 Bus Stop இடத்தில் உள்ளது.,ந ற த த ம டம க ட க கவ ல ல ப ரச சன route 3 bus stop இடத த ல உள ளத,Transport and Parking,Transport Cell,Medium,Parking,Route 3 Bus Stop,0,
CMP-03453,North Canteen area la canteen service romba slow ah iruku.,north canteen area la canteen service romba slow ah iruku,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,1,CMP-01858
CMP-02077,Engineering Block இல் கண்ணாடி பலகம் உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,engineering block இல கண ண ட பலகம உட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Safety and Security,Security Office,Medium,Campus Building,Engineering Block,0,
CMP-02492,Urgent attention is needed because the corridor light is not working in C-305.,urgent attention is needed because the corridor light is not working in c 305,Electrical and Power,Electrical Maintenance,High,Campus Building,C-305,0,
CMP-00944,Route 1 Bus Stop இல் வளாக பேருந்து தாமதமாக வந்தது. உடனடியாக நடவடிக்கை எடுக்கவும்.,route 1 bus stop இல வள க ப ர ந த த மதம க வந தத உடனட ய க நடவட க க எட க கவ ம,Transport and Parking,Transport Cell,High,Parking,Route 1 Bus Stop,0,
CMP-03223,கழிவறை குழாய் உடைந்துள்ளது பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,கழ வற க ழ ய உட ந த ள ளத ப ரச சன hostel block b இடத த ல உள ளத,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Hostel,Hostel Block B,1,CMP-01855
CMP-03614,electrical panel pakkathula water leak aagudhu at Library Entrance. Kindly action edunga.,electrical panel pakkathula water leak aagudhu at library entrance kindly action edunga,Safety and Security,Security Office,High,Parking,Library Entrance,1,CMP-02338
CMP-03035,C-305 la corridor light eriyala. Please check pannunga.,c 305 la corridor light eriyala please check pannunga,Electrical and Power,Electrical Maintenance,High,Campus Building,C-305,1,CMP-02492
CMP-03095,Engineering Block la glass panel broken ah iruku. Please check pannunga.,engineering block la glass panel broken ah iruku please check pannunga,Safety and Security,Security Office,High,Campus Road,Engineering Block,1,CMP-01311
CMP-01664,C-101 பகுதியில் ஆய்வக உபகரணம் வேலை செய்யவில்லை. தயவுசெய்து சரிசெய்யவும்.,c 101 பக த ய ல ஆய வக உபகரணம வ ல ச ய யவ ல ல தயவ ச ய த சர ச ய யவ ம,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,C-101,0,
CMP-02212,"Computer Laboratory la classroom bench broken ah iruku, immediate ah solve pannunga.",computer laboratory la classroom bench broken ah iruku immediate ah solve pannunga,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Computer Laboratory,0,
CMP-01670,மின்பலகையின் அருகில் தண்ணீர் கசிகிறது பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,ம ன பலக ய ன அர க ல தண ண ர கச க றத ப ரச சன hostel block b இடத த ல உள ளத,Safety and Security,Security Office,Critical,Parking,Hostel Block B,0,
CMP-02138,There is a problem because the laboratory equipment is not functioning at C-101.,there is a problem because the laboratory equipment is not functioning at c 101,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,C-101,0,
CMP-01600,Academic Block Corridor இல் குப்பை குவிந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,academic block corridor இல க ப ப க வ ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Critical,Campus Road,Academic Block Corridor,0,
CMP-00448,Engineering Block area la tube light flicker aagudhu.,engineering block area la tube light flicker aagudhu,Electrical and Power,Electrical Maintenance,Medium,Classroom,Engineering Block,0,
CMP-01319,Girls Hostel Block B la mattress damage aagiruku. Please check pannunga.,girls hostel block b la mattress damage aagiruku please check pannunga,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block B,0,
CMP-00757,I want to report that the staircase railing is loose in Library Entrance.,i want to report that the staircase railing is loose in library entrance,Safety and Security,Security Office,High,Hostel,Library Entrance,0,
CMP-02121,Student Service Centre area la fee payment portal la update aagala.,student service centre area la fee payment portal la update aagala,Administration and Documents,Administrative Office,High,Office,Student Service Centre,0,
CMP-03082,I want to report that the air conditioner is not working in Computer Laboratory.,i want to report that the air conditioner is not working in computer laboratory,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Computer Laboratory,1,CMP-02212
CMP-03404,I want to report that water is leaking near an electrical panel in Hostel Block B.,i want to report that water is leaking near an electrical panel in hostel block b,Safety and Security,Security Office,High,Campus Building,Hostel Block B,1,CMP-00065
CMP-01617,Boys Hostel Block B area la room clean pannala.,boys hostel block b area la room clean pannala,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block B,0,
CMP-01410,Boys Hostel Block A la mattress damage aagiruku. Please check pannunga.,boys hostel block a la mattress damage aagiruku please check pannunga,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Boys Hostel Block A,0,
CMP-01738,Girls Hostel Washroom இல் கழிவறை சுத்தம் செய்யப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,girls hostel washroom இல கழ வற ச த தம ச ய யப படவ ல ல உடனட ய க நடவட க க எட க கவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Low,Campus Road,Girls Hostel Washroom,0,
CMP-01948,Engineering Block la current supply illa. Please check pannunga.,engineering block la current supply illa please check pannunga,Electrical and Power,Electrical Maintenance,Medium,Campus Building,Engineering Block,0,
CMP-01134,Urgent attention is needed because garbage has accumulated in Library Washroom.,urgent attention is needed because garbage has accumulated in library washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Library Washroom,0,
CMP-03745,Girls Hostel Washroom area la corridor dirty ah iruku.,girls hostel washroom area la corridor dirty ah iruku,Cleanliness and Waste,Housekeeping and Sanitation,Low,Campus Road,Girls Hostel Washroom,1,CMP-01738
CMP-01347,food quality poor ah iruku at Hostel Mess. Kindly action edunga.,food quality poor ah iruku at hostel mess kindly action edunga,Food and Canteen,Canteen Committee,High,Canteen,Hostel Mess,0,
CMP-03581,I want to report that the air conditioner is not working in C-101.,i want to report that the air conditioner is not working in c 101,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,C-101,1,CMP-01664
CMP-00700,"Accounts Office la fee payment portal la update aagala, immediate ah solve pannunga.",accounts office la fee payment portal la update aagala immediate ah solve pannunga,Administration and Documents,Administrative Office,Low,Office,Accounts Office,0,
CMP-02994,Urgent attention is needed because the dustbin is overflowing in Library Washroom.,urgent attention is needed because the dustbin is overflowing in library washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Canteen,Library Washroom,0,
CMP-00955,Please check the staircase railing is loose at Engineering Block.,please check the staircase railing is loose at engineering block,Safety and Security,Security Office,High,Parking,Engineering Block,0,
CMP-02086,"Campus Road la campus street light work aagala, immediate ah solve pannunga.",campus road la campus street light work aagala immediate ah solve pannunga,Safety and Security,Security Office,Low,Parking,Campus Road,0,
CMP-00743,There is a problem because there is no water supply at Engineering Block.,there is a problem because there is no water supply at engineering block,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Engineering Block,0,
CMP-02519,I want to report that water is leaking near an electrical panel in Main Gate.,i want to report that water is leaking near an electrical panel in main gate,Safety and Security,Security Office,High,Campus Building,Main Gate,0,
CMP-00740,கழிவறை அடைத்துள்ளது பிரச்சனை Hostel Block C இடத்தில் உள்ளது.,கழ வற அட த த ள ளத ப ரச சன hostel block c இடத த ல உள ளத,Water and Plumbing,Plumbing and Civil Maintenance,High,Hostel,Hostel Block C,0,
CMP-00054,அறை சுத்தம் செய்யப்படவில்லை பிரச்சனை Boys Hostel Block A இடத்தில் உள்ளது.,அற ச த தம ச ய யப படவ ல ல ப ரச சன boys hostel block a இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,High,Hostel,Boys Hostel Block A,0,
CMP-02204,Computer Laboratory area la corridor light eriyala.,computer laboratory area la corridor light eriyala,Electrical and Power,Electrical Maintenance,High,Classroom,Computer Laboratory,0,
CMP-02413,"Hostel Block A la lab computer network connect aagala, immediate ah solve pannunga.",hostel block a la lab computer network connect aagala immediate ah solve pannunga,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Library,Hostel Block A,0,
CMP-00349,Hostel Room 312 இல் அறை சுத்தம் செய்யப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel room 312 இல அற ச த தம ச ய யப படவ ல ல உடனட ய க நடவட க க எட க கவ ம,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Hostel Room 312,0,
CMP-02314,கேன்டீன் சேவை மிகவும் மெதுவாக உள்ளது பிரச்சனை Main Canteen இடத்தில் உள்ளது.,க ன ட ன ச வ ம கவ ம ம த வ க உள ளத ப ரச சன main canteen இடத த ல உள ளத,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,0,
CMP-03004,Urgent attention is needed because the cupboard lock is not working in Hostel Room 312.,urgent attention is needed because the cupboard lock is not working in hostel room 312,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Hostel Room 312,1,CMP-00349
CMP-01110,There is a problem because the campus street light is not working at Main Gate.,there is a problem because the campus street light is not working at main gate,Safety and Security,Security Office,High,Campus Building,Main Gate,0,
CMP-00504,"Hostel Mess la food price wrong ah iruku, immediate ah solve pannunga.",hostel mess la food price wrong ah iruku immediate ah solve pannunga,Food and Canteen,Canteen Committee,High,Canteen,Hostel Mess,0,
CMP-01167,There is a problem because an unauthorized person entered the hostel area at Engineering Block.,there is a problem because an unauthorized person entered the hostel area at engineering block,Safety and Security,Security Office,Critical,Parking,Engineering Block,0,
CMP-03518,அறை சுத்தம் செய்யப்படவில்லை பிரச்சனை Boys Hostel Block B இடத்தில் உள்ளது.,அற ச த தம ச ய யப படவ ல ல ப ரச சன boys hostel block b இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block B,1,CMP-01617
CMP-00225,Main Canteen இல் உணவு சுகாதாரமற்றதாக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,main canteen இல உணவ ச க த ரமற றத க உள ளத உடனட ய க நடவட க க எட க கவ ம,Food and Canteen,Canteen Committee,Low,Canteen,Main Canteen,0,
CMP-03697,pipe la water leak aagudhu at Hostel Block C. Kindly action edunga.,pipe la water leak aagudhu at hostel block c kindly action edunga,Water and Plumbing,Plumbing and Civil Maintenance,High,Hostel,Hostel Block C,1,CMP-00740
CMP-01736,வளாக தெருவிளக்கு வேலை செய்யவில்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,வள க த ர வ ளக க வ ல ச ய யவ ல ல ப ரச சன hostel block b இடத த ல உள ளத,Safety and Security,Security Office,Medium,Parking,Hostel Block B,0,
CMP-03273,Urgent attention is needed because the corridor light is not working in Computer Laboratory.,urgent attention is needed because the corridor light is not working in computer laboratory,Electrical and Power,Electrical Maintenance,High,Classroom,Computer Laboratory,1,CMP-02204
CMP-01431,Main Parking Area la bus route notice illama change pannitanga. Please check pannunga.,main parking area la bus route notice illama change pannitanga please check pannunga,Transport and Parking,Transport Cell,Medium,Parking,Main Parking Area,0,
CMP-02215,Main Canteen பகுதியில் குப்பை இடத்தின் அருகில் துர்நாற்றம் உள்ளது. தயவுசெய்து சரிசெய்யவும்.,main canteen பக த ய ல க ப ப இடத த ன அர க ல த ர ந ற றம உள ளத தயவ ச ய த சர ச ய யவ ம,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Main Canteen,0,
CMP-01955,Please check the food appears unhygienic at Main Canteen.,please check the food appears unhygienic at main canteen,Food and Canteen,Canteen Committee,High,Canteen,Main Canteen,0,
CMP-01873,பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது பிரச்சனை Scholarship Office இடத்தில் உள்ளது.,ப னஃப ட ச ன ற தழ க ர க க ந ல வ ய ல உள ளத ப ரச சன scholarship office இடத த ல உள ளத,Administration and Documents,Administrative Office,Medium,Office,Scholarship Office,0,
CMP-03150,Engineering Block இல் குழாயில் தண்ணீர் கசிகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,engineering block இல க ழ ய ல தண ண ர கச க றத உடனட ய க நடவட க க எட க கவ ம,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Engineering Block,1,CMP-00743
CMP-01169,Engineering Block area la pipe la water leak aagudhu.,engineering block area la pipe la water leak aagudhu,Water and Plumbing,Plumbing and Civil Maintenance,High,Hostel,Engineering Block,0,
CMP-02962,உதவித்தொகை நிலை புதுப்பிக்கப்படவில்லை பிரச்சனை Academic Office இடத்தில் உள்ளது.,உதவ த த க ந ல ப த ப ப க கப படவ ல ல ப ரச சன academic office இடத த ல உள ளத,Administration and Documents,Administrative Office,High,Office,Academic Office,0,
CMP-01099,Urgent attention is needed because the student portal is not loading in Computer Laboratory.,urgent attention is needed because the student portal is not loading in computer laboratory,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Library,Computer Laboratory,0,
CMP-01901,corridor dirty ah iruku at Parking Area. Kindly action edunga.,corridor dirty ah iruku at parking area kindly action edunga,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Campus Road,Parking Area,0,
CMP-02636,Central Library Reading Hall la student portal load aagala. Please check pannunga.,central library reading hall la student portal load aagala please check pannunga,Wi-Fi and IT Services,IT Support and Network Cell,Low,Laboratory,Central Library Reading Hall,0,
CMP-03074,Urgent attention is needed because the drinking water dispenser is not working in Hostel Mess.,urgent attention is needed because the drinking water dispenser is not working in hostel mess,Food and Canteen,Canteen Committee,High,Canteen,Hostel Mess,1,CMP-00504
CMP-01120,There is a problem because the student portal is not loading at Central Library.,there is a problem because the student portal is not loading at central library,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,Central Library,0,
CMP-02932,There is a problem because the dustbin is overflowing at Academic Block Corridor.,there is a problem because the dustbin is overflowing at academic block corridor,Cleanliness and Waste,Housekeeping and Sanitation,Low,Campus Road,Academic Block Corridor,0,
CMP-00925,I want to report that the washroom tap is broken in Main Canteen.,i want to report that the washroom tap is broken in main canteen,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Main Canteen,0,
CMP-03445,"Main Canteen la canteen service romba slow ah iruku, immediate ah solve pannunga.",main canteen la canteen service romba slow ah iruku immediate ah solve pannunga,Food and Canteen,Canteen Committee,High,Canteen,Main Canteen,1,CMP-01955
CMP-00467,Please check garbage has accumulated at Parking Area.,please check garbage has accumulated at parking area,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Parking Area,0,
CMP-03551,Urgent attention is needed because the dustbin is overflowing in Main Canteen.,urgent attention is needed because the dustbin is overflowing in main canteen,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Main Canteen,1,CMP-02215
CMP-02040,Girls Hostel Washroom area la waste area pakkathula bad smell iruku.,girls hostel washroom area la waste area pakkathula bad smell iruku,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Hostel,Girls Hostel Washroom,0,
CMP-01488,Campus Road area la staircase railing loose ah iruku.,campus road area la staircase railing loose ah iruku,Safety and Security,Security Office,Critical,Campus Building,Campus Road,0,
