complaint_id,created_at,complaint_text,category,language,actual_is_duplicate,actual_duplicate_of_id,top_match_id,top_similarity,candidate_ids,original_rank,top1_exact_original_match,top5_exact_original_match
CMP-01775,2026-04-02 09:26:00,Scholarship Office இல் உதவித்தொகை நிலை புதுப்பிக்கப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Administration and Documents,ta,0,,CMP-03788,1.0,CMP-03788|CMP-03036|CMP-02666|CMP-00355|CMP-01767,,0,0
CMP-00376,2026-04-02 10:08:00,C-101 இல் ப்ரொஜெக்டர் காட்சி அளிக்கவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Classroom and Laboratory,ta,0,,CMP-03481,0.834,CMP-03481|CMP-01592|CMP-00205|CMP-03594|CMP-03486,,0,0
CMP-02714,2026-04-02 10:36:00,Girls Hostel Washroom la corridor dirty ah iruku. Please check pannunga.,Cleanliness and Waste,ta_en,0,,CMP-01383,0.878,CMP-01383|CMP-03340|CMP-01654|CMP-03872|CMP-03383,,0,0
CMP-01409,2026-04-02 10:44:00,I want to report that the room has a damaged window in Hostel Room 312.,Hostel and Accommodation,en,0,,CMP-02017,1.0,CMP-02017|CMP-00832|CMP-01639|CMP-02820|CMP-01472,,0,0
CMP-02914,2026-04-02 10:50:00,There is a problem because the laboratory computer cannot access the network at Hostel Block A.,Wi-Fi and IT Services,en,0,,CMP-02814,0.9269,CMP-02814|CMP-03556|CMP-01620|CMP-02941|CMP-00496,,0,0
CMP-02409,2026-04-02 11:25:00,Urgent attention is needed because the marksheet correction request is pending in Academic Office.,Administration and Documents,en,0,,CMP-01796,1.0,CMP-01796|CMP-02851|CMP-00949|CMP-00612|CMP-00626,,0,0
CMP-00169,2026-04-02 12:16:00,AI Laboratory area la student portal load aagala.,Wi-Fi and IT Services,ta_en,0,,CMP-02812,0.8524,CMP-02812|CMP-01080|CMP-00879|CMP-00993|CMP-00292,,0,0
CMP-03777,2026-04-02 12:56:00,Route 1 Bus Stop இல் வளாக பேருந்து தாமதமாக வந்தது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Transport and Parking,ta,1,CMP-00183,CMP-01251,1.0,CMP-01251|CMP-03215|CMP-00254|CMP-01401|CMP-02700,,0,0
CMP-02097,2026-04-02 13:46:00,I want to report that the bonafide certificate request is pending in Academic Office.,Administration and Documents,en,0,,CMP-00710,0.9467,CMP-00710|CMP-01244|CMP-02954|CMP-00886|CMP-02709,,0,0
CMP-03079,2026-04-02 13:59:00,Hostel Block A பகுதியில் தண்ணீர் வழங்கல் இல்லை. தயவுசெய்து சரிசெய்யவும்.,Water and Plumbing,ta,1,CMP-02945,CMP-01303,1.0,CMP-01303|CMP-02328|CMP-00499|CMP-03114|CMP-03065,,0,0
CMP-02349,2026-04-02 14:35:00,Girls Hostel Washroom பகுதியில் கழிவறை அடைத்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,Water and Plumbing,ta,0,,CMP-01654,1.0,CMP-01654|CMP-02406|CMP-03800|CMP-03411|CMP-00314,,0,0
CMP-00235,2026-04-02 15:34:00,lab computer network connect aagala at AI Laboratory. Kindly action edunga.,Wi-Fi and IT Services,ta_en,0,,CMP-02812,0.9612,CMP-02812|CMP-01080|CMP-02013|CMP-00169|CMP-03835,,0,0
CMP-01809,2026-04-02 16:18:00,Please check the projector is not displaying at Electronics Laboratory.,Classroom and Laboratory,en,0,,CMP-00958,0.8687,CMP-00958|CMP-00732|CMP-01761|CMP-02929|CMP-03870,,0,0
CMP-03562,2026-04-02 18:09:00,C-305 area la tube light flicker aagudhu.,Electrical and Power,ta_en,1,CMP-01474,CMP-01089,1.0,CMP-01089|CMP-02503|CMP-01125|CMP-03891|CMP-03821,,0,0
CMP-01919,2026-04-02 18:34:00,நடைபாதை அழுக்காக உள்ளது பிரச்சனை Main Canteen இடத்தில் உள்ளது.,Cleanliness and Waste,ta,0,,CMP-00071,1.0,CMP-00071|CMP-03875|CMP-01614|CMP-03884|CMP-00835,,0,0
CMP-00365,2026-04-02 19:08:00,Boys Hostel Washroom பகுதியில் குப்பை இடத்தின் அருகில் துர்நாற்றம் உள்ளது. தயவுசெய்து சரிசெய்யவும்.,Cleanliness and Waste,ta,0,,CMP-02012,0.9773,CMP-02012|CMP-03679|CMP-02703|CMP-02829|CMP-03532,,0,0
CMP-00956,2026-04-02 19:20:00,I want to report that the fee payment is not updated in the portal in Examination Cell.,Administration and Documents,en,0,,CMP-00419,0.9236,CMP-00419|CMP-01178|CMP-01237|CMP-00970|CMP-02470,,0,0
CMP-02047,2026-04-02 19:32:00,"C-305 la tube light flicker aagudhu, immediate ah solve pannunga.",Electrical and Power,ta_en,0,,CMP-01451,0.8836,CMP-01451|CMP-03868|CMP-02503|CMP-03562|CMP-01089,,0,0
CMP-03231,2026-04-02 20:54:00,waste area pakkathula bad smell iruku at Main Canteen. Kindly action edunga.,Cleanliness and Waste,ta_en,1,CMP-01075,CMP-01634,1.0,CMP-01634|CMP-01139|CMP-01340|CMP-02854|CMP-00589,,0,0
CMP-03460,2026-04-02 21:24:00,குழாயில் தண்ணீர் கசிகிறது பிரச்சனை Engineering Block இடத்தில் உள்ளது.,Water and Plumbing,ta,1,CMP-02483,CMP-00736,1.0,CMP-00736|CMP-00904|CMP-00345|CMP-02185|CMP-02635,,0,0
CMP-03318,2026-04-02 23:10:00,Accounts Office la ID card request delay aagudhu. Please check pannunga.,Administration and Documents,ta_en,1,CMP-00970,CMP-01257,1.0,CMP-01257|CMP-02931|CMP-00730|CMP-02261|CMP-02036,,0,0
CMP-00725,2026-04-03 08:13:00,drinking water dispenser work aagala at North Canteen. Kindly action edunga.,Food and Canteen,ta_en,0,,CMP-02825,1.0,CMP-02825|CMP-01586|CMP-03794|CMP-03669|CMP-02630,,0,0
CMP-00492,2026-04-03 09:34:00,Academic Block Corridor இல் நடைபாதை அழுக்காக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Cleanliness and Waste,ta,0,,CMP-03191,0.8893,CMP-03191|CMP-00197|CMP-00774|CMP-03241|CMP-01861,,0,0
CMP-02363,2026-04-03 10:12:00,Examination Cell la bonafide certificate request pending la iruku. Please check pannunga.,Administration and Documents,ta_en,0,,CMP-02475,1.0,CMP-02475|CMP-01570|CMP-02004|CMP-01161|CMP-00908,,0,0
CMP-02473,2026-04-03 11:14:00,Main Canteen இல் உணவின் விலை தவறாக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Food and Canteen,ta,0,,CMP-02948,1.0,CMP-02948|CMP-00063|CMP-02927|CMP-01612|CMP-03630,,0,0
CMP-00838,2026-04-03 11:29:00,Please check the food appears unhygienic at Main Canteen.,Food and Canteen,en,0,,CMP-02697,0.9443,CMP-02697|CMP-00336|CMP-01810|CMP-02297|CMP-00518,,0,0
CMP-00209,2026-04-03 12:05:00,அறை சுத்தம் செய்யப்படவில்லை பிரச்சனை Girls Hostel Block A இடத்தில் உள்ளது.,Hostel and Accommodation,ta,0,,CMP-01375,0.981,CMP-01375|CMP-03849|CMP-03883|CMP-02555|CMP-03850,,0,0
CMP-03389,2026-04-03 12:57:00,"Electronics Laboratory la classroom ventilation poor ah iruku, immediate ah solve pannunga.",Classroom and Laboratory,ta_en,1,CMP-01809,CMP-02919,1.0,CMP-02919|CMP-00871|CMP-03689|CMP-01540|CMP-00744,,0,0
CMP-01667,2026-04-03 14:12:00,Please check there is a broken glass panel at Engineering Block.,Safety and Security,en,0,,CMP-03222,0.845,CMP-03222|CMP-00859|CMP-03735|CMP-03380|CMP-01163,,0,0
CMP-01216,2026-04-03 14:25:00,Computer Laboratory பகுதியில் மின்சாரம் இல்லை. தயவுசெய்து சரிசெய்யவும்.,Electrical and Power,ta,0,,CMP-03261,1.0,CMP-03261|CMP-01887|CMP-02150|CMP-03299|CMP-03061,,0,0
CMP-02466,2026-04-03 16:30:00,Girls Hostel Washroom இல் கழிவறை சுத்தம் செய்யப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Cleanliness and Waste,ta,0,,CMP-01519,1.0,CMP-01519|CMP-03558|CMP-02232|CMP-03800|CMP-01654,,0,0
CMP-01275,2026-04-03 16:40:00,Girls Hostel Block A இல் மெத்தை சேதமடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Hostel and Accommodation,ta,0,,CMP-03034,1.0,CMP-03034|CMP-02120|CMP-03862|CMP-01553|CMP-00930,,0,0
CMP-03528,2026-04-03 17:02:00,Main Canteen பகுதியில் கழிவறை சுத்தம் செய்யப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,Cleanliness and Waste,ta,1,CMP-02311,CMP-02251,1.0,CMP-02251|CMP-01530|CMP-02257|CMP-02101|CMP-03575,,0,0
CMP-00489,2026-04-03 17:30:00,Urgent attention is needed because the student portal is not loading in Central Library.,Wi-Fi and IT Services,en,0,,CMP-02116,0.9682,CMP-02116|CMP-01196|CMP-01520|CMP-02018|CMP-02334,,0,0
CMP-00279,2026-04-03 20:43:00,C-101 area la projector display varala.,Classroom and Laboratory,ta_en,0,,CMP-03292,1.0,CMP-03292|CMP-00987|CMP-03600|CMP-02286|CMP-03443,,0,0
CMP-03334,2026-04-03 21:22:00,Academic Block Corridor la corridor dirty ah iruku. Please check pannunga.,Cleanliness and Waste,ta_en,1,CMP-00492,CMP-03099,0.8385,CMP-03099|CMP-00197|CMP-01389|CMP-01861|CMP-03256,,0,0
CMP-03312,2026-04-04 01:42:00,There is a problem because the projector is not displaying at Electronics Laboratory.,Classroom and Laboratory,en,1,CMP-02499,CMP-01761,1.0,CMP-01761|CMP-02929|CMP-03870|CMP-00732|CMP-01809,,0,0
CMP-03629,2026-04-04 02:10:00,மின்பலகையின் அருகில் தண்ணீர் கசிகிறது பிரச்சனை Library Entrance இடத்தில் உள்ளது.,Safety and Security,ta,1,CMP-00892,CMP-01353,1.0,CMP-01353|CMP-03613|CMP-00439|CMP-01288|CMP-03765,,0,0
CMP-03110,2026-04-04 05:50:00,I want to report that the electrical switch is damaged in C-305.,Electrical and Power,en,1,CMP-02047,CMP-01474,1.0,CMP-01474|CMP-03071|CMP-00692|CMP-01695|CMP-01387,,0,0
CMP-03287,2026-04-04 09:28:00,மாணவர் தளம் திறக்கவில்லை பிரச்சனை Hostel Block A இடத்தில் உள்ளது.,Wi-Fi and IT Services,ta,1,CMP-02914,CMP-00570,1.0,CMP-00570|CMP-03090|CMP-03374|CMP-03013|CMP-01588,,0,0
CMP-01717,2026-04-04 11:40:00,Urgent attention is needed because garbage has accumulated in Boys Hostel Washroom.,Cleanliness and Waste,en,0,,CMP-00034,0.9089,CMP-00034|CMP-02808|CMP-02518|CMP-02646|CMP-00216,,0,0
CMP-02534,2026-04-04 13:35:00,There is a problem because the ERP login is failing at Central Library.,Wi-Fi and IT Services,en,0,,CMP-01610,1.0,CMP-01610|CMP-02804|CMP-01188|CMP-03655|CMP-03802,,0,0
CMP-00513,2026-04-04 14:12:00,Please check the laboratory computer cannot access the network at Central Library Reading Hall.,Wi-Fi and IT Services,en,0,,CMP-01620,1.0,CMP-01620|CMP-02941|CMP-03291|CMP-01326|CMP-03556,,0,0
CMP-00344,2026-04-04 14:17:00,"Hostel Room 312 la window damage aagiruku, immediate ah solve pannunga.",Hostel and Accommodation,ta_en,0,,CMP-03742,1.0,CMP-03742|CMP-01394|CMP-00887|CMP-02957|CMP-00933,,0,0
CMP-03647,2026-04-04 15:25:00,Urgent attention is needed because the ceiling fan is not working in Computer Laboratory.,Electrical and Power,en,1,CMP-01216,CMP-02474,0.8869,CMP-02474|CMP-00085|CMP-02391|CMP-03604|CMP-00276,,0,0
CMP-02106,2026-04-04 15:32:00,C-204 area la AC work aagala.,Classroom and Laboratory,ta_en,0,,CMP-01467,0.8587,CMP-01467|CMP-01180|CMP-03263|CMP-01485|CMP-00825,,0,0
CMP-01371,2026-04-04 15:53:00,Please check the marksheet correction request is pending at Accounts Office.,Administration and Documents,en,0,,CMP-02961,1.0,CMP-02961|CMP-01344|CMP-03038|CMP-02247|CMP-02108,,0,0
CMP-02351,2026-04-04 17:27:00,There is a problem because a vehicle is blocking the campus entrance at Route 3 Bus Stop.,Transport and Parking,en,0,,CMP-00476,1.0,CMP-00476|CMP-01524|CMP-02141|CMP-03306|CMP-00615,,0,0
CMP-03355,2026-04-05 04:00:00,கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை பிரச்சனை Academic Office இடத்தில் உள்ளது.,Administration and Documents,ta,1,CMP-02409,CMP-00267,0.8816,CMP-00267|CMP-01767|CMP-00960|CMP-01272|CMP-01842,,0,0
CMP-02745,2026-04-05 08:05:00,There is a problem because the room has a damaged window at Boys Hostel Block B.,Hostel and Accommodation,en,0,,CMP-00219,1.0,CMP-00219|CMP-00259|CMP-03775|CMP-00100|CMP-00150,,0,0
CMP-00920,2026-04-05 08:47:00,Urgent attention is needed because the drinking water dispenser is not working in North Canteen.,Food and Canteen,en,0,,CMP-02585,1.0,CMP-02585|CMP-00805|CMP-03534|CMP-00326|CMP-03080,,0,0
CMP-02352,2026-04-05 08:57:00,Parking Area இல் நடைபாதை அழுக்காக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Cleanliness and Waste,ta,0,,CMP-03363,0.8767,CMP-03363|CMP-00134|CMP-00139|CMP-00674|CMP-01648,,0,0
CMP-00781,2026-04-05 09:03:00,Urgent attention is needed because the mattress is damaged in Boys Hostel Block A.,Hostel and Accommodation,en,0,,CMP-00877,0.9317,CMP-00877|CMP-02511|CMP-01583|CMP-01790|CMP-01567,,0,0
CMP-01446,2026-04-05 09:27:00,There is a problem because the washroom has not been cleaned at Academic Block Corridor.,Cleanliness and Waste,en,0,,CMP-01979,0.8551,CMP-01979|CMP-01969|CMP-00774|CMP-03241|CMP-02781,,0,0
CMP-01744,2026-04-05 10:07:00,படிக்கட்டு கைப்பிடி தளர்வாக உள்ளது பிரச்சனை Campus Road இடத்தில் உள்ளது.,Safety and Security,ta,0,,CMP-02907,0.8665,CMP-02907|CMP-02383|CMP-01624|CMP-02448|CMP-01549,,0,0
CMP-01432,2026-04-05 13:41:00,குப்பை இடத்தின் அருகில் துர்நாற்றம் உள்ளது பிரச்சனை Boys Hostel Washroom இடத்தில் உள்ளது.,Cleanliness and Waste,ta,0,,CMP-02703,0.8797,CMP-02703|CMP-00365|CMP-02012|CMP-03679|CMP-00314,,0,0
CMP-02053,2026-04-05 14:21:00,பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது பிரச்சனை Scholarship Office இடத்தில் உள்ளது.,Administration and Documents,ta,0,,CMP-02231,1.0,CMP-02231|CMP-01624|CMP-02448|CMP-01549|CMP-01842,,0,0
CMP-02134,2026-04-05 16:14:00,There is a problem because the corridor light is not working at Hostel Block B.,Electrical and Power,en,0,,CMP-03027,0.9289,CMP-03027|CMP-01085|CMP-01692|CMP-02412|CMP-00630,,0,0
CMP-02737,2026-04-05 16:26:00,Parking Area area la campus street light work aagala.,Safety and Security,ta_en,0,,CMP-03047,0.9283,CMP-03047|CMP-01816|CMP-03715|CMP-03664|CMP-00427,,0,0
CMP-02928,2026-04-05 17:25:00,Please check the air conditioner is not working at C-101.,Classroom and Laboratory,en,0,,CMP-01413,0.9434,CMP-01413|CMP-02543|CMP-00185|CMP-01437|CMP-00406,,0,0
CMP-01457,2026-04-05 17:29:00,Main Canteen la food hygiene illa. Please check pannunga.,Food and Canteen,ta_en,0,,CMP-02729,1.0,CMP-02729|CMP-03824|CMP-02055|CMP-00613|CMP-03485,,0,0
CMP-00573,2026-04-05 18:33:00,Urgent attention is needed because water is leaking from the pipe in Hostel Block B.,Water and Plumbing,en,0,,CMP-01595,0.9265,CMP-01595|CMP-01455|CMP-02070|CMP-03774|CMP-01232,,0,0
CMP-01668,2026-04-05 20:12:00,"Hostel Block A la wifi work aagala, immediate ah solve pannunga.",Wi-Fi and IT Services,ta_en,0,,CMP-01190,1.0,CMP-01190|CMP-00622|CMP-02852|CMP-02658|CMP-00716,,0,0
CMP-03395,2026-04-05 21:44:00,Urgent attention is needed because the food price is incorrect in Main Canteen.,Food and Canteen,en,1,CMP-01457,CMP-01708,1.0,CMP-01708|CMP-00325|CMP-03341|CMP-02441|CMP-01703,,0,0
CMP-03683,2026-04-06 01:54:00,Scholarship Office la bonafide certificate request pending la iruku. Please check pannunga.,Administration and Documents,ta_en,1,CMP-02053,CMP-00908,1.0,CMP-00908|CMP-03368|CMP-01161|CMP-02059|CMP-00886,,0,0
CMP-03675,2026-04-06 02:38:00,"Girls Hostel Block A la cupboard lock work aagala, immediate ah solve pannunga.",Hostel and Accommodation,ta_en,1,CMP-00209,CMP-03642,0.9825,CMP-03642|CMP-02904|CMP-00749|CMP-01135|CMP-03154,,0,0
CMP-03133,2026-04-06 04:19:00,Please check the corridor is dirty at Parking Area.,Cleanliness and Waste,en,1,CMP-02352,CMP-02011,0.904,CMP-02011|CMP-02485|CMP-02841|CMP-01424|CMP-00371,,0,0
CMP-02418,2026-04-06 08:15:00,Route 2 Bus Stop பகுதியில் வளாக பேருந்து தாமதமாக வந்தது. தயவுசெய்து சரிசெய்யவும்.,Transport and Parking,ta,0,,CMP-01825,1.0,CMP-01825|CMP-00969|CMP-02032|CMP-00454|CMP-03320,,0,0
CMP-01912,2026-04-06 08:52:00,Please check the hostel room is not cleaned at Hostel Room 214.,Hostel and Accommodation,en,0,,CMP-02721,0.9381,CMP-02721|CMP-01517|CMP-02373|CMP-03894|CMP-03476,,0,0
CMP-02184,2026-04-06 11:45:00,Electronics Laboratory பகுதியில் ஆய்வக உபகரணம் வேலை செய்யவில்லை. தயவுசெய்து சரிசெய்யவும்.,Classroom and Laboratory,ta,0,,CMP-02499,1.0,CMP-02499|CMP-03347|CMP-01379|CMP-02517|CMP-01887,,0,0
CMP-03651,2026-04-06 14:38:00,Engineering Block பகுதியில் படிக்கட்டு கைப்பிடி தளர்வாக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,Safety and Security,ta,1,CMP-01667,CMP-03325,1.0,CMP-03325|CMP-02258|CMP-00175|CMP-03598|CMP-03003,,0,0
CMP-01878,2026-04-06 15:57:00,Please check garbage has accumulated at Library Washroom.,Cleanliness and Waste,en,0,,CMP-01256,0.8427,CMP-01256|CMP-03577|CMP-02072|CMP-02828|CMP-02824,,0,0
CMP-02440,2026-04-06 16:03:00,குளிர்சாதன வசதி வேலை செய்யவில்லை பிரச்சனை Computer Laboratory இடத்தில் உள்ளது.,Classroom and Laboratory,ta,0,,CMP-00106,1.0,CMP-00106|CMP-03354|CMP-00514|CMP-03561|CMP-02791,,0,0
CMP-03024,2026-04-06 16:13:00,Parking Area இல் மின்பலகையின் அருகில் தண்ணீர் கசிகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Safety and Security,ta,1,CMP-02737,CMP-00051,0.9223,CMP-00051|CMP-03612|CMP-01970|CMP-02352|CMP-00134,,0,0
CMP-00111,2026-04-06 16:59:00,Please check the canteen service is very slow at North Canteen.,Food and Canteen,en,0,,CMP-01978,1.0,CMP-01978|CMP-01279|CMP-02039|CMP-01460|CMP-02732,,0,0
CMP-00965,2026-04-06 18:09:00,Please check the air conditioner is not working at C-204.,Classroom and Laboratory,en,0,,CMP-01413,1.0,CMP-01413|CMP-02928|CMP-02543|CMP-00185|CMP-01437,,0,0
CMP-02633,2026-04-06 19:05:00,Please check the bonafide certificate request is pending at Examination Cell.,Administration and Documents,en,0,,CMP-02004,0.8534,CMP-02004|CMP-02363|CMP-02475|CMP-00614|CMP-00053,,0,0
CMP-03444,2026-04-06 21:42:00,Central Library la lab computer network connect aagala. Please check pannunga.,Wi-Fi and IT Services,ta_en,1,CMP-02534,CMP-03810,0.9373,CMP-03810|CMP-02678|CMP-02540|CMP-01556|CMP-00116,,0,0
CMP-03546,2026-04-07 00:35:00,There is a problem because the classroom bench is broken at Electronics Laboratory.,Classroom and Laboratory,en,1,CMP-02184,CMP-01977,1.0,CMP-01977|CMP-03553|CMP-01133|CMP-01221|CMP-03168,,0,0
CMP-02992,2026-04-07 09:16:00,நிறுத்துமிடம் கிடைக்கவில்லை பிரச்சனை Route 1 Bus Stop இடத்தில் உள்ளது.,Transport and Parking,ta,0,,CMP-02076,0.9637,CMP-02076|CMP-02774|CMP-03215|CMP-00254|CMP-01401,,0,0
CMP-00165,2026-04-07 10:48:00,Hostel Block B இல் கண்ணாடி பலகம் உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Safety and Security,ta,0,,CMP-03729,0.9143,CMP-03729|CMP-03449|CMP-01628|CMP-03050|CMP-03305,,0,0
CMP-01126,2026-04-07 13:42:00,Accounts Office area la marksheet correction pending la iruku.,Administration and Documents,ta_en,0,,CMP-01462,0.8794,CMP-01462|CMP-00311|CMP-01371|CMP-02961|CMP-03128,,0,0
CMP-02690,2026-04-07 15:16:00,North Canteen இல் உணவின் தரம் மோசமாக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Food and Canteen,ta,0,,CMP-03630,1.0,CMP-03630|CMP-03599|CMP-03348|CMP-01623|CMP-01612,,0,0
CMP-00507,2026-04-07 15:29:00,Hostel Block B பகுதியில் மின்பலகையின் அருகில் தண்ணீர் கசிகிறது. தயவுசெய்து சரிசெய்யவும்.,Safety and Security,ta,0,,CMP-03011,1.0,CMP-03011|CMP-02576|CMP-03337|CMP-03050|CMP-03526,,0,0
CMP-01246,2026-04-07 16:09:00,கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை பிரச்சனை Scholarship Office இடத்தில் உள்ளது.,Administration and Documents,ta,0,,CMP-01272,1.0,CMP-01272|CMP-03441|CMP-03036|CMP-02666|CMP-00355,,0,0
CMP-01405,2026-04-07 17:09:00,Route 1 Bus Stop area la bus romba crowded ah iruku.,Transport and Parking,ta_en,0,,CMP-00183,0.9514,CMP-00183|CMP-00867|CMP-01675|CMP-00477|CMP-03640,,0,0
CMP-00374,2026-04-07 20:35:00,Campus Road இல் கண்ணாடி பலகம் உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Safety and Security,ta,0,,CMP-01487,1.0,CMP-01487|CMP-01994|CMP-01970|CMP-02907|CMP-03715,,0,0
CMP-02316,2026-04-07 20:58:00,There is a problem because the drinking water dispenser is not working at North Canteen.,Food and Canteen,en,0,,CMP-02866,1.0,CMP-02866|CMP-00523|CMP-00188|CMP-02041|CMP-00998,,0,0
CMP-03479,2026-04-08 02:51:00,North Canteen பகுதியில் உணவின் தரம் மோசமாக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,Food and Canteen,ta,1,CMP-00920,CMP-02206,0.9437,CMP-02206|CMP-02465|CMP-02690|CMP-03630|CMP-01088,,0,0
CMP-01855,2026-04-08 08:05:00,Hostel Block B area la water tank overflow aagudhu.,Water and Plumbing,ta_en,0,,CMP-01867,0.9095,CMP-01867|CMP-03526|CMP-01118|CMP-00156|CMP-01315,,0,0
CMP-01311,2026-04-08 09:09:00,Urgent attention is needed because an unauthorized person entered the hostel area in Engineering Block.,Safety and Security,en,0,,CMP-00066,1.0,CMP-00066|CMP-00095|CMP-01082|CMP-01700|CMP-01839,,0,0
CMP-03645,2026-04-08 10:30:00,Please check the washroom has not been cleaned at Boys Hostel Washroom.,Cleanliness and Waste,en,1,CMP-01432,CMP-02477,0.9403,CMP-02477|CMP-00043|CMP-00900|CMP-03060|CMP-02942,,0,0
CMP-03519,2026-04-08 10:38:00,"Campus Road la campus street light work aagala, immediate ah solve pannunga.",Safety and Security,ta_en,1,CMP-01744,CMP-03715,0.8817,CMP-03715|CMP-03664|CMP-00427|CMP-02852|CMP-01816,,0,0
CMP-01858,2026-04-08 12:55:00,I want to report that the food price is incorrect in North Canteen.,Food and Canteen,en,0,,CMP-02441,0.9237,CMP-02441|CMP-00436|CMP-03728|CMP-02495|CMP-00717,,0,0
CMP-02469,2026-04-08 14:45:00,I want to report that there is no parking space available in Main Parking Area.,Transport and Parking,en,0,,CMP-00421,0.9207,CMP-00421|CMP-02494|CMP-03753|CMP-02147|CMP-02545,,0,0
CMP-03219,2026-04-08 16:42:00,Please check the air conditioner is not working at Computer Laboratory.,Classroom and Laboratory,en,1,CMP-02440,CMP-00406,0.9006,CMP-00406|CMP-01537|CMP-02263|CMP-03025|CMP-02928,,0,0
CMP-00387,2026-04-08 16:45:00,Academic Block Corridor இல் கழிவறை சுத்தம் செய்யப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Cleanliness and Waste,ta,0,,CMP-03191,1.0,CMP-03191|CMP-00774|CMP-03241|CMP-00492|CMP-00197,,0,0
CMP-03037,2026-04-08 17:20:00,C-204 இல் வகுப்பறை மேசை உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Classroom and Laboratory,ta,1,CMP-00965,CMP-01592,1.0,CMP-01592|CMP-00205|CMP-03486|CMP-00376|CMP-01006,,0,0
CMP-02679,2026-04-08 20:59:00,I want to report that the laboratory equipment is not functioning in Computer Laboratory.,Classroom and Laboratory,en,0,,CMP-02291,0.9005,CMP-02291|CMP-03723|CMP-03713|CMP-03126|CMP-03354,,0,0
CMP-03432,2026-04-09 01:22:00,Urgent attention is needed because the marksheet correction request is pending in Scholarship Office.,Administration and Documents,en,1,CMP-01246,CMP-02409,0.9529,CMP-02409|CMP-01796|CMP-02851|CMP-00949|CMP-00612,,0,0
CMP-03426,2026-04-09 06:11:00,Route 2 Bus Stop area la vehicle campus entrance block pannudhu.,Transport and Parking,ta_en,1,CMP-02418,CMP-03466,0.9105,CMP-03466|CMP-03236|CMP-02151|CMP-02640|CMP-03356,,0,0
CMP-01626,2026-04-09 08:09:00,Hostel Block B இல் மின்விசிறி வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Electrical and Power,ta,0,,CMP-03305,0.963,CMP-03305|CMP-01628|CMP-03464|CMP-02910|CMP-03449,,0,0
CMP-02168,2026-04-09 10:22:00,Computer Laboratory la AC work aagala. Please check pannunga.,Classroom and Laboratory,ta_en,0,,CMP-02129,1.0,CMP-02129|CMP-01309|CMP-01844|CMP-01049|CMP-02080,,0,0
CMP-02098,2026-04-09 10:26:00,Boys Hostel Washroom பகுதியில் கழிவறை சுத்தம் செய்யப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,Cleanliness and Waste,ta,0,,CMP-03532,1.0,CMP-03532|CMP-02272|CMP-03358|CMP-02609|CMP-00365,,0,0
CMP-01724,2026-04-09 11:16:00,Route 1 Bus Stop la bus route notice illama change pannitanga. Please check pannunga.,Transport and Parking,ta_en,0,,CMP-03461,0.9559,CMP-03461|CMP-00461|CMP-00487|CMP-03549|CMP-03165,,0,0
CMP-00065,2026-04-09 11:58:00,வளாக தெருவிளக்கு வேலை செய்யவில்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,Safety and Security,ta,0,,CMP-02510,1.0,CMP-02510|CMP-01507|CMP-00645|CMP-02718|CMP-01448,,0,0
CMP-00724,2026-04-09 14:35:00,கேன்டீன் சேவை மிகவும் மெதுவாக உள்ளது பிரச்சனை North Canteen இடத்தில் உள்ளது.,Food and Canteen,ta,0,,CMP-00711,1.0,CMP-00711|CMP-00056|CMP-01548|CMP-02206|CMP-02465,,0,0
CMP-03520,2026-04-10 05:28:00,Route 1 Bus Stop area la vehicle campus entrance block pannudhu.,Transport and Parking,ta_en,1,CMP-02992,CMP-03466,0.9463,CMP-03466|CMP-03426|CMP-02640|CMP-03236|CMP-02151,,0,0
